origen,segment,segmento,marca,modelo_generico,modelo,generacion,version,version_comercial,nro_puertas,cilindrada_en_lts,cilindrada_en_cc,potencia_en_cv,disposicion_cilindros,cantidad_valvulas,codigo_motor,familia_de_motor,sistema_alimentacion,sistema_inyeccion,turbo,combustible,transmision,nro_velocidades,freno_delantero,freno_trasero,traccion,peso,nro_pasajeros,tipo_uso,uso_bus,nro_ejes,periodo,fecha_inicial,fecha_final,año_inicial,año_final,buscador,año,flota,vcdb_marca,vcdb_modelo,a�o_inicial,a�o_final,a�o
COREA,PASSENGER CARS,SEDAN,KIA,CERATO,CERATO,,1.6 MANUAL 4X2,,4,1.6,1599,105,L4,16,G4ED,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,,5,,,2,2005 - 2005,2005,2005,2005,2005,,2005,2,Kia,Cerato,,,
COREA,PASSENGER CARS,SEDAN,KIA,CERATO,CERATO,,1.6 MANUAL 4X2,,4,1.6,1599,105,L4,16,G4ED,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,,5,,,2,2006 - 2006,2006,2006,2006,2006,,2006,2,Kia,Cerato,,,
COREA,PASSENGER CARS,PICKUP TRUCK,KIA,K2700,K2700,,4X4 DC TM 4P,,-,2.7,2700,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X4,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,2,,,,,
COREA,PASSENGER CARS,PICKUP TRUCK,KIA,K2700,K2700,,1.6 MANUAL,,-,1.6,1600,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,2,,,,,
COREA,PASSENGER CARS,SEDAN,KIA,MAGENTIS,MAGENTIS,,EX 2.0 4X2 MT,,4,2.0,2000,144,L4,16,G4KA,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,4,DISCO VENTILADO,DISCO,4X2,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,2,,,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,KIA,OPTIMA,OPTIMA,,AC 2.0 4P 4X2 TA,,4,2.0,2000,162,L4,16,G4GC,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,6,DISCO VENTILADO,DISCO,4X2,,,,,,2015 - 2016,2015,2016,2015,2016,,2015,2,Kia,Optima,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,KIA,OPTIMA,OPTIMA,,AC 2.4 4P 4X2 TA,,4,2.4,2400,185,-,-,DOHC,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2016 - 2018,2016,2018,2016,2018,,2016,2,Kia,Optima,,,
COREA,PASSENGER CARS,HATCHBACK,KIA,PICANTO,PICANTO,,1.1 MANUAL 4X2,,5,1.1,1086,65,L4,12,G4HG,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,4,DISCO VENTILADO,TAMBOR,4X2,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,2,Kia,Picanto,,,
COREA,PASSENGER CARS,HATCHBACK,KIA,PICANTO,VEHICULO. FDFDP65-34,,1.1 MANUAL 4X2,,5,1.1,1086,65,L4,12,G4HG,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,4,DISCO VENTILADO,TAMBOR,4X2,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,2,Kia,Picanto,,,
COREA,PASSENGER CARS,HATCHBACK,KIA,PICANTO,PICANTO,I,FL LX 1.1 AC MT,,5,1.1,1086,65,L4,-,Epsilon,-,-,-,,GASOLINA,MANUAL,5,,,4X2,928,4,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Kia,Picanto,,,
COREA,LIGHT COMMERCIALS,VAN,KIA,PREGIO,PREGIO,,3.0,,-,3.0,3000,-,-,-,-,-,-,-,,GASOLINA,-,-,,,-,,,,,,2001 - 2001,2001,2001,2001,2001,,2001,2,,,,,
COREA,PASSENGER CARS,HATCHBACK,KIA,RIO,RIO,,AC 1.1 5P 4X2 TM DIESEL,,5,1.1,1100,-,-,-,D3FA,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2014 - 2016,2014,2016,2014,2016,,2014,2,Kia,Rio,,,
COREA,PASSENGER CARS,SEDAN,KIA,RIO,RIO,,AC 1.6 4P 4X2 TA,,4,1.6,1600,-,-,-,G4ED,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2013 - 2015,2013,2015,2013,2015,,2013,2,Kia,Rio,,,
COREA,PASSENGER CARS,SEDAN,KIA,RIO,RIO,,R EX,,4,1.4,1400,-,-,-,G4EE,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Kia,Rio,,,
INDIA,PASSENGER CARS,SUV,KIA,SELTOS,SELTOS,,AC 1.6 5P 4X2 TM,,5,1.6,1591,121,-,-,G4FG,-,INYECCION ELECTRONICA,INYECCION DIRECTA,ASPIRADO,GASOLINA,MANUAL,-,,,4X2,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,2,Kia,Seltos,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,KIA,SORENTO,SORENTO,,AC 2.4 5P 4X2 TA,,5,2.4,2400,185,L4,16,G4KE,-,INYECCION MULTIPUNTO,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,6,DISCO VENTILADO,DISCO,4X2,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,2,Kia,Sorento,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,KIA,SORENTO,SORENTO,,LX AC 3.3 5P 4X4 TA,,5,3.3,3300,242,V6,24,G6DC,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,6,DISCO VENTILADO,DISCO,4X4,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Kia,Sorento,,,
COREA,PASSENGER CARS,SUV,KIA,SORENTO,SORENTO,,4.0 AUTOMATICA,,5,4.0,4000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2006 - 2007,2006,2007,2006,2007,,2006,2,Kia,Sorento,,,
COREA,PASSENGER CARS,SUV,KIA,SORENTO,SORENTO,,EX,,5,3.5,3500,195,V6,24,G6CU,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,TAMBOR,4X4,,,,,,2004 - 2006,2004,2006,2004,2006,,2004,2,Kia,Sorento,,,
COREA,PASSENGER CARS,SUV,KIA,SOUL,SOUL,,AC 2.0 4P 4X2 TA,,4,2.0,2000,-,-,-,G4GC,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2013 - 2015,2013,2015,2013,2015,,2013,2,Kia,Soul,,,
COREA,PASSENGER CARS,SUV,KIA,SOUL,SOUL,,AC 5P 4X2 TA EV,,5,1.6,1600,-,-,-,G4FC,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,2,Kia,Soul,,,
COREA,PASSENGER CARS,SUV,KIA,SOUL,SOUL,,1.6 LX MT,,5,1.6,1600,125,-,-,G4FC,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,MANUAL,-,,,-,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,2,Kia,Soul,,,
COREA,PASSENGER CARS,SUV,KIA,SPORTAGE,SPORTAGE,,LX AC 2.4 5P 4X4 TA,,5,2.4,2400,-,-,-,G4KE,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,2,Kia,Sportage,,,
COREA,PASSENGER CARS,SEDAN,KIA,STINGER,STINGER,,AC 3.3 4P 4X4 TA,,4,3.3,3342,365,V6,24,LAMBDA,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,8,DISCO VENTILADO,DISCO VENTILADO,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,2,Kia,Stinger,,,
COREA,PASSENGER CARS,SEDAN,KIA,STINGER,STINGER,,AC 3.3 4P 4X4 TA,,4,3.3,3342,-,-,-,G6DP,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,2,Kia,Stinger,,,
CHINA,LIGHT COMMERCIALS,MINIBUS,KING LONG,KINGO,KINGO XMQ6552,,AC 2.5 4P 4X2 TM DIESEL,,4,2.5,2498,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,2,,,,,
RUSIA,PASSENGER CARS,HATCHBACK,LADA,2112,2112,,1.6 MANUAL,,4,1.6,1600,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,2,,,,,
RUSIA,PASSENGER CARS,HATCHBACK,LADA,21121,21121,,1.5 MANUAL,,-,1.5,1500,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,2,,,,,
RUSIA,PASSENGER CARS,HATCHBACK,LADA,21122,21122,,1.5 MANUAL,,-,1.5,1500,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,2,,,,,
ITALIA,PASSENGER CARS,SUV,LAMBORGHINI,URUS,URUS,,AC 4.0 5P 4X4 TA,,5,4.0,3996,-,-,-,DHU,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2021 - 2021,2021,2021,2021,2021,,2021,2,Lamborghini,Urus,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DEFENDER,DEFENDER 110,,2.5 MANUAL 4X4,,5,2.5,2500,122,L5,10,-,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,-,DISCO VENTILADO,DISCO,4X4,,,,,,2002 - 2002,2002,2002,2002,2002,,2002,2,Land Rover,Defender,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DEFENDER,DEFENDER 130,,2.4 MANUAL 4X4,,5,2.4,2400,122,L4,16,244DT,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,-,DISCO VENTILADO,DISCO,4X4,,,,,,2008 - 2010,2008,2010,2008,2010,,2008,2,Land Rover,Defender,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DEFENDER,DEFENDER,,2.5 MANUAL 4X4,,5,2.5,2500,122,L5,10,10P,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,-,DISCO VENTILADO,DISCO,4X4,,,,,,2005 - 2006,2005,2006,2005,2006,,2005,2,Land Rover,Defender,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DEFENDER,DEFENDER 110,,AC 3.0 5P 4X4 TA HYBRID,,5,3.0,2996,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2023 - 2023,2023,2023,2023,2023,,2023,2,Land Rover,Defender,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DISCOVERY,DISCOVERY,,TDV6 AC 3.0 5P 4X4 TA,,5,3.0,2993,340,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Land Rover,Discovery,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DISCOVERY,DISCOVERY,,DA 3.0 V6 DIESEL AT,,5,3.0,3000,-,-,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,2,Land Rover,Discovery,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DISCOVERY,DISCOVERY,,V6 4.0 AT,,5,4.0,4000,-,V8,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2005 - 2008,2005,2008,2005,2008,,2005,2,Land Rover,Discovery,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,DISCOVERY,DISCOVERY,,2.5 AUTOMATICA,,5,2.5,2495,-,L5,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,2,Land Rover,Discovery,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,FREELANDER,FREELANDER,,2.0 AT,II,5,2.0,2000,-,L4,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,2,Land Rover,Freelander,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,LR4,LR4,,5.0 AUTOMATICA,,5,5.0,5000,-,V8,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,2,Land Rover,LR4,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,SPORT AC 5.0 5P 4X4 TA,,5,5.0,4999,-,-,-,448PN,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2014 - 2017,2014,2017,2014,2017,,2014,2,Land Rover,Range Rover,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,SPORT SA 3.0 V6 DIESEL AT,,5,3.0,2993,-,V6,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,-,,,,,,2010 - 2011,2010,2011,2010,2011,,2010,2,Land Rover,Range Rover,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,V8 AT,,5,4.4,4394,306,V8,32,-,-,INYECCION,INYECCION INDIRECTA,-,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,DISCO VENTILADO,4X4,,5,,,,2006 - 2006,2006,2006,2006,2006,,2006,2,Land Rover,Range Rover,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,5.0 AUTOMATICA,,5,5.0,5000,-,V8,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,2,Land Rover,Range Rover,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,AC 5.0 5P 4X4 TA,,5,5.0,4999,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2011 - 2020,2011,2020,2011,2020,,2011,2,Land Rover,Range Rover,,,
REINO UNIDO,PASSENGER CARS,SUV,LAND ROVER,RANGE ROVER,RANGE ROVER,,EVOQUE AC 2.0 5P 4X4 TA,,5,2.0,1997,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2020 - 2020,2020,2020,2020,2020,,2020,2,Land Rover,Range Rover,,,
CHINA,LIGHT COMMERCIALS,PICKUP,LEOPAARD,CT7,CT7,,AC 2.4 4X2 TM,,5,2.4,2438,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,2,,,,,
JAPON,PASSENGER CARS,SEDAN,LEXUS,GS450H,GS450H,,HYBRID 3.5 AT,,4,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,2,Lexus,GS450h,,,
JAPON,PASSENGER CARS,SEDAN,LEXUS,HS250H,HS250H,,3.5 AUTOMATICA,,4,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,HS250h,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,LEXUS,HS250H,HS250H,,HYBRID 2.4 AT,,4,2.4,2400,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,HS250h,,,
ESTADOS UNIDOS,PASSENGER CARS,SEDAN,LEXUS,HS250H,HS250H,,2.4 AUTOMATICA,,4,2.4,2400,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,HS250h,,,
JAPON,PASSENGER CARS,SEDAN,LEXUS,HS450H,HS450H,,3.5 AUTOMATICA,,4,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,,,,,
JAPON,PASSENGER CARS,SUV,LEXUS,LX570,LX570,,AC 5.7 5P 4X4 TA,,5,5.7,5700,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,2,Lexus,LX570,,,
CANADA,PASSENGER CARS,SUV,LEXUS,RX350,RX350,,AC 3.5 5P 4X4 TA,,5,3.5,3500,245,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2016 - 2016,2016,2016,2016,2016,,2016,2,Lexus,RX350,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX330,RX330,,AUTOMATICA,,5,-,-,-,-,-,-,-,-,-,-,GASOLINA,AUTOMATICA,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,2,Lexus,RX330,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,AUTOMATICA,,5,-,-,-,-,-,-,-,-,-,-,ELECTRICO,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,AUTOMATICA 4X4,,5,-,-,-,-,-,-,-,-,-,-,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX350,RX350,,3.5 AUTOMATICA,,5,3.5,3500,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2007 - 2008,2007,2008,2007,2008,,2007,2,Lexus,RX350,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,3.5 AUTOMATICA,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID AWD 3.5 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
JAPON,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,HYBRID 3.5 4X4 AT,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,3.5 AUTOMATICA 4X4,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,LEXUS,RX450H,RX450H,,3.5 AUTOMATICA 4X4,,5,3.5,3500,-,-,-,-,-,-,-,,HIBRIDO/GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,2,Lexus,RX450h,,,
CHINA,LIGHT COMMERCIALS,VAN,LIFAN,LF6401,LF6401,,DX,,-,1.3,1342,-,-,-,-,-,-,-,,-,-,-,,,-,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,2,,,,,
CHINA,PASSENGER CARS,SUV,LIFAN,LF6480,LF6480,,AC 2.0 5P 4X2 TA,,5,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,,,,,
CHINA,PASSENGER CARS,CROSSOVER,LIFAN,X50,X50,,AC 1.5 5P 4X2 TM,,5,1.5,1500,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,2,,,,,
REINO UNIDO,LIGHT COMMERCIALS,,LOTUS,ELISE,ELISE,,SPORT 220 AC 1.8 2P 4X2 TM,,2,1.8,1800,-,-,-,2ZZ-GE,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Lotus,Elise,,,
REINO UNIDO,LIGHT COMMERCIALS,,LOTUS,EVORA,EVORA,,400 AC 3.5 2P 4X2 TA,,2,3.5,3456,-,-,-,2GR-FE,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Lotus,Evora,,,
REINO UNIDO,LIGHT COMMERCIALS,COUPE,LOTUS,EXIGE,EXIGE,,SPORT 350 ROADSTER AC 3.5 2P 4X2 TA,,2,3.5,3500,-,-,-,2GR-FE,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,2,Lotus,Exige,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CH613,CH613,,11.9,,-,11.9,11900,-,-,-,-,-,-,-,,DIESEL,-,-,,,-,,,,,,2002 - 2002,2002,2002,2002,2002,,2002,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CS300,CS300,,6.2 MANUAL,,-,6.2,6200,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,1995 - 1995,1995,1995,1995,1995,,1995,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CT713,CT713,,3.0 MANUAL,,-,3.0,3000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CT713,CT713,,12.0 MANUAL,,-,12.0,12000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,0.7 MANUAL,,-,0.7,713,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,8.0 MANUAL,,-,8.0,8000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2007,2005,2007,2005,2007,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2007,2005,2007,2005,2007,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2007,2005,2007,2005,2007,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2007,2005,2007,2005,2007,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2007,2005,2007,2005,2007,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CX613,CX613,,11.9 MANUAL,,-,11.9,11900,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CXU613E,CXU613E,,MANUAL,,-,-,-,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,CV713,CV713,,12.0 MANUAL,,-,12.0,12000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,2,,,,,
ESTADOS UNIDOS,HEAVIES,CAMION,MACK,LE,LEA,,RECOLECTOR 6.8 2P 4X2 TA DIESEL,,2,6.8,6800,-,-,-,-,-,-,-,,DIESEL,AUTOMATICA,-,,,4X2,,,,,,2003 - 2004,2003,2004,2003,2004,,2003,2,Mack,LE,,,
CANADA,HEAVIES,CAMION,MACK,R600,R600,,11.0 MANUAL,,-,11.0,11000,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,1986 - 1986,1986,1986,1986,1986,,1986,2,,,,,
